SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,year,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
50,39,47,Ohio,Fayette County,6,2003,5,1622,850,772,824,745,14,15,1,2,2,2,0,0,9,8,825,760,800,734,13,15,1,1,2,2,0,0,9,8,25,12,24,11,1,0,0,1,0,0,0,0,0,0
50,39,47,Ohio,Fayette County,6,2003,7,1806,898,908,859,879,26,16,2,0,5,7,0,0,6,6,880,893,845,867,23,13,2,0,5,7,0,0,5,6,18,15,14,12,3,3,0,0,0,0,0,0,1,0
50,39,47,Ohio,Fayette County,7,2004,4,1947,967,980,927,943,20,16,3,4,3,5,1,0,13,12,954,969,918,933,17,15,2,4,3,5,1,0,13,12,13,11,9,10,3,1,1,0,0,0,0,0,0,0
50,39,47,Ohio,Fayette County,7,2004,5,1623,819,804,790,765,14,18,2,4,2,4,0,0,11,13,793,794,766,758,13,18,2,2,2,4,0,0,10,12,26,10,24,7,1,0,0,2,0,0,0,0,1,1
50,39,47,Ohio,Fayette County,7,2004,7,1753,875,878,839,848,21,17,2,2,5,5,0,0,8,6,858,862,824,836,20,14,2,2,4,4,0,0,8,6,17,16,15,12,1,3,0,0,1,1,0,0,0,0
50,39,47,Ohio,Fayette County,8,2005,4,1978,999,979,962,940,19,18,2,3,3,5,1,0,12,13,984,964,951,927,15,17,2,3,3,5,1,0,12,12,15,15,11,13,4,1,0,0,0,0,0,0,0,1
50,39,47,Ohio,Fayette County,8,2005,5,1591,817,774,782,742,21,14,2,3,2,4,0,0,10,11,789,766,757,736,19,14,2,2,2,4,0,0,9,10,28,8,25,6,2,0,0,1,0,0,0,0,1,1
50,39,47,Ohio,Fayette County,8,2005,7,1706,844,862,802,830,24,19,2,2,5,4,0,1,11,6,827,847,787,817,23,18,2,2,4,3,0,1,11,6,17,15,15,13,1,1,0,0,1,1,0,0,0,0
50,39,47,Ohio,Fayette County,9,2006,4,2013,1019,994,982,948,18,23,2,3,3,5,1,0,13,15,1000,979,967,935,14,22,2,3,3,5,1,0,13,14,19,15,15,13,4,1,0,0,0,0,0,0,0,1
50,39,47,Ohio,Fayette County,9,2006,5,1560,788,772,752,743,21,10,3,3,2,4,0,0,10,12,757,761,724,734,19,10,3,2,2,4,0,0,9,11,31,11,28,9,2,0,0,1,0,0,0,0,1,1
50,39,47,Ohio,Fayette County,9,2006,7,1675,841,834,795,799,28,22,2,2,5,4,0,1,11,6,822,820,778,787,27,21,2,2,4,3,0,1,11,6,19,14,17,12,1,1,0,0,1,1,0,0,0,0
50,39,47,Ohio,Fayette County,10,2007,4,1963,1009,954,970,902,17,26,1,3,4,6,1,0,16,17,991,941,957,891,12,25,1,3,4,6,1,0,16,16,18,13,13,11,5,1,0,0,0,0,0,0,0,1
50,39,47,Ohio,Fayette County,10,2007,5,1558,770,788,734,757,21,10,3,3,3,5,0,0,9,13,739,779,707,750,18,10,3,2,3,5,0,0,8,12,31,9,27,7,3,0,0,1,0,0,0,0,1,1
50,39,47,Ohio,Fayette County,10,2007,7,1654,802,852,763,818,21,21,3,2,4,3,0,1,11,7,791,839,753,807,21,20,3,2,3,2,0,1,11,7,11,13,10,11,0,1,0,0,1,1,0,0,0,0
50,39,47,Ohio,Fayette County,11,2008,4,1924,1017,907,975,854,17,27,1,3,4,7,1,0,19,16,996,893,959,842,12,26,1,3,4,7,1,0,19,15,21,14,16,12,5,1,0,0,0,0,0,0,0,1
50,39,47,Ohio,Fayette County,11,2008,5,1560,772,788,737,755,21,12,3,3,2,5,0,0,9,13,744,779,713,748,18,12,3,2,2,5,0,0,8,12,28,9,24,7,3,0,0,1,0,0,0,0,1,1
50,39,47,Ohio,Fayette County,11,2008,7,1680,820,860,784,833,17,14,3,2,4,2,0,1,12,8,800,842,765,817,17,13,3,2,3,1,0,1,12,8,20,18,19,16,0,1,0,0,1,1,0,0,0,0
50,39,47,Ohio,Fayette County,12,2009,4,1897,998,899,954,851,19,22,1,3,4,7,1,0,19,16,976,885,937,839,14,21,1,3,4,7,1,0,19,15,22,14,17,12,5,1,0,0,0,0,0,0,0,1
50,39,47,Ohio,Fayette County,12,2009,5,1593,791,802,752,763,24,18,3,3,3,5,0,0,9,13,758,791,723,754,21,18,3,2,3,5,0,0,8,12,33,11,29,9,3,0,0,1,0,0,0,0,1,1
50,39,47,Ohio,Fayette County,12,2009,7,1713,844,869,805,839,20,17,3,2,4,2,0,1,12,8,826,851,788,823,20,16,3,2,3,1,0,1,12,8,18,18,17,16,0,1,0,0,1,1,0,0,0,0
50,39,49,Ohio,Franklin County,3,2000,4,73149,37423,35726,27027,25589,8237,7978,138,134,1144,1091,40,33,837,901,36032,34817,25875,24868,8113,7883,99,107,1135,1081,33,28,777,850,1391,909,1152,721,124,95,39,27,9,10,7,5,60,51
50,39,49,Ohio,Franklin County,3,2000,5,97256,48484,48772,37948,36791,7461,8851,202,144,2071,2072,41,29,761,885,45960,47198,35757,35490,7275,8672,155,121,2042,2057,30,21,701,837,2524,1574,2191,1301,186,179,47,23,29,15,11,8,60,48
50,39,49,Ohio,Franklin County,3,2000,7,89607,45410,44197,34956,32821,7427,8755,160,121,2272,1937,27,22,568,541,43757,43017,33508,31879,7326,8605,115,96,2256,1917,23,18,529,502,1653,1180,1448,942,101,150,45,25,16,20,4,4,39,39
50,39,49,Ohio,Franklin County,4,2001,4,73254,37477,35777,26755,25314,8564,8238,121,130,1138,1100,36,37,863,958,36074,34766,25626,24516,8415,8131,76,102,1128,1088,29,29,800,900,1403,1011,1129,798,149,107,45,28,10,12,7,8,63,58
50,39,49,Ohio,Franklin County,4,2001,5,97645,48700,48945,37706,36701,7787,9066,171,145,2172,2028,39,37,825,968,46055,47337,35387,35391,7615,8873,125,116,2142,2014,27,29,759,914,2645,1608,2319,1310,172,193,46,29,30,14,12,8,66,54
50,39,49,Ohio,Franklin County,4,2001,7,88987,45044,43943,34074,31997,7763,9137,161,140,2408,2066,29,21,609,582,43207,42656,32465,30965,7647,8986,122,111,2389,2048,25,17,559,529,1837,1287,1609,1032,116,151,39,29,19,18,4,4,50,53
50,39,49,Ohio,Franklin County,5,2002,4,74466,37980,36486,26778,25498,8947,8702,127,127,1184,1124,40,33,904,1002,36537,35399,25637,24629,8789,8594,78,93,1167,1112,30,27,836,944,1443,1087,1141,869,158,108,49,34,17,12,10,6,68,58
50,39,49,Ohio,Franklin County,5,2002,5,96324,47863,48461,36543,36015,8042,9271,209,165,2155,1991,40,33,874,986,45167,46782,34202,34637,7856,9090,148,132,2132,1974,27,27,802,922,2696,1679,2341,1378,186,181,61,33,23,17,13,6,72,64
50,39,49,Ohio,Franklin County,5,2002,7,87289,44007,43282,32717,30876,7908,9372,183,150,2556,2266,31,17,612,601,41967,41836,30962,29724,7758,9214,127,107,2535,2240,25,14,560,537,2040,1446,1755,1152,150,158,56,43,21,26,6,3,52,64
50,39,49,Ohio,Franklin County,6,2003,4,75731,38562,37169,26818,25693,9427,9072,124,134,1156,1172,41,32,996,1066,37075,35962,25666,24739,9244,8944,72,94,1136,1156,35,27,922,1002,1487,1207,1152,954,183,128,52,40,20,16,6,5,74,64
50,39,49,Ohio,Franklin County,6,2003,5,93603,46622,46981,35226,34598,8061,9181,180,177,2159,1960,40,36,956,1029,43795,45250,32756,33178,7868,9000,118,133,2136,1949,29,27,888,963,2827,1731,2470,1420,193,181,62,44,23,11,11,9,68,66
50,39,49,Ohio,Franklin County,6,2003,7,84483,42492,41991,31256,29534,7769,9316,162,152,2644,2343,29,18,632,628,40259,40382,29329,28268,7594,9114,109,112,2626,2311,24,12,577,565,2233,1609,1927,1266,175,202,53,40,18,32,5,6,55,63
50,39,49,Ohio,Franklin County,7,2004,4,76893,39252,37641,26923,25635,9897,9556,150,138,1192,1183,39,22,1051,1107,37661,36331,25683,24590,9700,9418,98,100,1173,1166,32,19,975,1038,1591,1310,1240,1045,197,138,52,38,19,17,7,3,76,69
50,39,49,Ohio,Franklin County,7,2004,5,92074,45842,46232,34463,33826,8089,9099,183,162,2087,1987,32,50,988,1108,43054,44454,32038,32356,7892,8923,114,124,2065,1976,21,33,924,1042,2788,1778,2425,1470,197,176,69,38,22,11,11,17,64,66
50,39,49,Ohio,Franklin County,7,2004,7,82155,41226,40929,30028,28353,7603,9273,169,141,2755,2457,35,36,636,669,38815,39150,27968,26922,7411,9074,107,95,2729,2426,24,23,576,610,2411,1779,2060,1431,192,199,62,46,26,31,11,13,60,59
50,39,49,Ohio,Franklin County,8,2005,4,78336,39826,38510,26963,26004,10345,9895,145,167,1205,1232,40,31,1128,1181,38170,37046,25672,24855,10149,9741,89,124,1181,1207,35,26,1044,1093,1656,1464,1291,1149,196,154,56,43,24,25,5,5,84,88
50,39,49,Ohio,Franklin County,8,2005,5,93029,46450,46579,35084,33943,8063,9263,166,165,2070,1980,43,39,1024,1189,43633,44624,32645,32344,7864,9061,100,120,2040,1965,28,27,956,1107,2817,1955,2439,1599,199,202,66,45,30,15,15,12,68,82
50,39,49,Ohio,Franklin County,8,2005,7,80234,40199,40035,29215,27426,7420,9211,145,148,2782,2527,37,38,600,685,37621,38096,27004,25854,7220,8994,91,106,2747,2505,25,31,534,606,2578,1939,2211,1572,200,217,54,42,35,22,12,7,66,79
50,39,49,Ohio,Franklin County,9,2006,4,79768,40677,39091,27387,26130,10619,10210,150,157,1245,1279,36,40,1240,1275,38901,37500,25985,24886,10417,10032,91,113,1222,1250,31,33,1155,1186,1776,1591,1402,1244,202,178,59,44,23,29,5,7,85,89
50,39,49,Ohio,Franklin County,9,2006,5,94535,47089,47446,35636,34608,8053,9344,177,138,2152,2088,29,47,1042,1221,44171,45331,33116,32846,7859,9147,92,99,2112,2071,17,33,975,1135,2918,2115,2520,1762,194,197,85,39,40,17,12,14,67,86
50,39,49,Ohio,Franklin County,9,2006,7,80964,40565,40399,29516,27540,7441,9375,148,140,2787,2562,35,48,638,734,37847,38231,27205,25813,7215,9108,87,93,2751,2528,24,35,565,654,2718,2168,2311,1727,226,267,61,47,36,34,11,13,73,80
50,39,49,Ohio,Franklin County,10,2007,4,80754,41188,39566,27509,26231,10873,10425,158,192,1283,1327,29,32,1336,1359,39292,37878,26007,24941,10668,10195,96,142,1258,1305,24,27,1239,1268,1896,1688,1502,1290,205,230,62,50,25,22,5,5,97,91
50,39,49,Ohio,Franklin County,10,2007,5,97598,48649,48949,36712,35665,8382,9674,184,154,2217,2079,31,45,1123,1332,45621,46634,34150,33751,8133,9451,94,104,2182,2064,22,33,1040,1231,3028,2315,2562,1914,249,223,90,50,35,15,9,12,83,101
50,39,49,Ohio,Franklin County,10,2007,7,83305,41780,41525,30539,28382,7521,9485,152,165,2798,2623,31,39,739,831,38816,39223,28003,26546,7286,9217,85,102,2770,2592,16,24,656,742,2964,2302,2536,1836,235,268,67,63,28,31,15,15,83,89
50,39,49,Ohio,Franklin County,11,2008,4,81362,41518,39844,27597,26252,10905,10541,169,165,1356,1360,31,29,1460,1497,39376,37994,25918,24816,10664,10316,103,109,1324,1332,24,23,1343,1398,2142,1850,1679,1436,241,225,66,56,32,28,7,6,117,99
50,39,49,Ohio,Franklin County,11,2008,5,100863,50243,50620,37979,36670,8665,10067,172,167,2207,2247,30,48,1190,1421,47085,48182,35328,34650,8393,9835,77,112,2168,2230,21,37,1098,1318,3158,2438,2651,2020,272,232,95,55,39,17,9,11,92,103
50,39,49,Ohio,Franklin County,11,2008,7,86843,43244,43599,31722,29918,7876,9979,137,140,2694,2549,32,41,783,972,40137,41152,29057,27916,7612,9728,76,83,2669,2518,24,25,699,882,3107,2447,2665,2002,264,251,61,57,25,31,8,16,84,90
50,39,49,Ohio,Franklin County,12,2009,4,80992,41288,39704,27323,25963,10812,10536,154,165,1406,1397,33,29,1560,1614,39002,37743,25551,24486,10546,10285,86,103,1371,1365,25,20,1423,1484,2286,1961,1772,1477,266,251,68,62,35,32,8,9,137,130
50,39,49,Ohio,Franklin County,12,2009,5,102648,51225,51423,38472,37101,8904,10311,187,151,2317,2316,35,51,1310,1493,47841,48885,35670,35032,8601,10060,79,91,2278,2294,24,34,1189,1374,3384,2538,2802,2069,303,251,108,60,39,22,11,17,121,119
50,39,49,Ohio,Franklin County,12,2009,7,88855,44139,44716,32300,30702,8119,10204,177,150,2622,2589,30,38,891,1033,40907,42119,29577,28625,7852,9928,87,85,2589,2541,16,21,786,919,3232,2597,2723,2077,267,276,90,65,33,48,14,17,105,114
50,39,51,Ohio,Fulton County,3,2000,4,3225,1613,1612,1577,1582,7,2,3,8,14,10,2,0,10,10,1473,1501,1439,1475,6,2,3,5,14,10,1,0,10,9,140,111,138,107,1,0,0,3,0,0,1,0,0,1
50,39,51,Ohio,Fulton County,3,2000,5,2179,1127,1052,1101,1024,11,4,2,3,6,8,0,0,7,13,1042,970,1020,947,9,2,1,2,6,7,0,0,6,12,85,82,81,77,2,2,1,1,0,1,0,0,1,1
50,39,51,Ohio,Fulton County,3,2000,7,2730,1337,1393,1309,1369,9,3,9,5,3,10,0,1,7,5,1243,1308,1222,1286,7,3,5,3,3,10,0,1,6,5,94,85,87,83,2,0,4,2,0,0,0,0,1,0
50,39,51,Ohio,Fulton County,4,2001,4,3234,1596,1638,1561,1605,6,5,4,7,11,8,2,0,12,13,1458,1519,1426,1490,5,4,3,5,11,8,1,0,12,12,138,119,135,115,1,1,1,2,0,0,1,0,0,1
50,39,51,Ohio,Fulton County,4,2001,5,2255,1152,1103,1128,1077,9,4,2,3,6,6,0,0,7,13,1071,1015,1051,994,7,2,1,2,6,5,0,0,6,12,81,88,77,83,2,2,1,1,0,1,0,0,1,1
50,39,51,Ohio,Fulton County,4,2001,7,2733,1323,1410,1292,1384,10,3,9,5,4,11,0,1,8,6,1207,1326,1184,1302,7,3,5,3,4,11,0,1,7,6,116,84,108,82,3,0,4,2,0,0,0,0,1,0
50,39,51,Ohio,Fulton County,5,2002,4,3258,1604,1654,1561,1620,8,4,3,7,13,8,2,0,17,15,1462,1523,1422,1494,7,3,3,4,13,8,1,0,16,14,142,131,139,126,1,1,0,3,0,0,1,0,1,1
50,39,51,Ohio,Fulton County,5,2002,5,2346,1198,1148,1172,1122,10,3,3,3,6,7,0,0,7,13,1088,1046,1066,1025,8,1,2,2,6,6,0,0,6,12,110,102,106,97,2,2,1,1,0,1,0,0,1,1
50,39,51,Ohio,Fulton County,5,2002,7,2627,1243,1384,1212,1360,12,4,7,5,5,8,0,0,7,7,1134,1293,1110,1272,9,3,4,3,5,8,0,0,6,7,109,91,102,88,3,1,3,2,0,0,0,0,1,0
50,39,51,Ohio,Fulton County,6,2003,4,3303,1605,1698,1564,1665,8,4,4,6,11,8,1,0,17,15,1465,1567,1428,1538,7,3,3,4,11,8,0,0,16,14,140,131,136,127,1,1,1,2,0,0,1,0,1,1
50,39,51,Ohio,Fulton County,6,2003,5,2363,1186,1177,1152,1151,12,3,3,3,10,7,0,1,9,12,1072,1077,1043,1057,9,1,2,2,10,6,0,0,8,11,114,100,109,94,3,2,1,1,0,1,0,1,1,1
50,39,51,Ohio,Fulton County,6,2003,7,2573,1245,1328,1215,1299,11,4,7,6,4,11,1,1,7,7,1107,1252,1084,1226,8,3,4,4,4,11,1,1,6,7,138,76,131,73,3,1,3,2,0,0,0,0,1,0
50,39,51,Ohio,Fulton County,7,2004,4,3331,1625,1706,1585,1659,7,10,4,8,7,7,1,0,21,22,1480,1561,1446,1525,4,5,3,3,7,7,1,0,19,21,145,145,139,134,3,5,1,5,0,0,0,0,2,1
50,39,51,Ohio,Fulton County,7,2004,5,2413,1210,1203,1184,1176,7,1,2,6,8,9,0,1,9,10,1083,1099,1060,1078,6,1,1,4,7,9,0,0,9,7,127,104,124,98,1,0,1,2,1,0,0,1,0,3
50,39,51,Ohio,Fulton County,7,2004,7,2460,1173,1287,1144,1259,12,4,5,6,3,12,1,0,8,6,1021,1195,997,1172,9,2,3,4,3,12,1,0,8,5,152,92,147,87,3,2,2,2,0,0,0,0,0,1
50,39,51,Ohio,Fulton County,8,2005,4,3303,1661,1642,1616,1595,11,11,3,7,7,7,1,0,23,22,1524,1490,1486,1453,8,6,2,3,7,7,1,0,20,21,137,152,130,142,3,5,1,4,0,0,0,0,3,1
50,39,51,Ohio,Fulton County,8,2005,5,2347,1194,1153,1165,1130,10,1,2,5,9,9,0,1,8,7,1065,1060,1039,1042,9,1,1,3,8,9,0,0,8,5,129,93,126,88,1,0,1,2,1,0,0,1,0,2
50,39,51,Ohio,Fulton County,8,2005,7,2282,1082,1200,1055,1173,10,4,5,5,3,12,1,0,8,6,938,1109,916,1086,8,2,2,4,3,12,1,0,8,5,144,91,139,87,2,2,3,1,0,0,0,0,0,1
50,39,51,Ohio,Fulton County,9,2006,4,3238,1618,1620,1577,1567,9,15,4,7,5,6,1,0,22,25,1469,1473,1436,1431,6,10,2,3,5,6,1,0,19,23,149,147,141,136,3,5,2,4,0,0,0,0,3,2
50,39,51,Ohio,Fulton County,9,2006,5,2252,1118,1134,1092,1113,6,1,3,5,8,7,0,1,9,7,1000,1037,978,1021,5,1,2,3,7,7,0,0,8,5,118,97,114,92,1,0,1,2,1,0,0,1,1,2
50,39,51,Ohio,Fulton County,9,2006,7,2246,1077,1169,1049,1143,11,5,5,4,3,9,1,0,8,8,943,1075,921,1053,8,2,2,4,3,9,1,0,8,7,134,94,128,90,3,3,3,0,0,0,0,0,0,1
50,39,51,Ohio,Fulton County,10,2007,4,3115,1588,1527,1543,1477,8,10,3,6,5,8,1,0,28,26,1430,1388,1393,1349,5,5,2,2,5,8,1,0,24,24,158,139,150,128,3,5,1,4,0,0,0,0,4,2
50,39,51,Ohio,Fulton County,10,2007,5,2159,1072,1087,1049,1066,8,0,3,5,4,8,0,1,8,7,959,980,939,964,7,0,2,3,3,8,0,0,8,5,113,107,110,102,1,0,1,2,1,0,0,1,0,2
50,39,51,Ohio,Fulton County,10,2007,7,2259,1129,1130,1106,1101,8,5,3,5,4,10,1,0,7,9,983,1030,964,1006,6,2,1,4,4,10,1,0,7,8,146,100,142,95,2,3,2,1,0,0,0,0,0,1
50,39,51,Ohio,Fulton County,11,2008,4,3085,1595,1490,1546,1433,11,16,4,6,2,6,1,0,31,29,1425,1355,1385,1310,8,10,2,2,2,6,1,0,27,27,170,135,161,123,3,6,2,4,0,0,0,0,4,2
50,39,51,Ohio,Fulton County,11,2008,5,2186,1080,1106,1049,1087,12,0,3,5,7,7,0,1,9,6,973,997,946,983,11,0,2,3,6,7,0,0,8,4,107,109,103,104,1,0,1,2,1,0,0,1,1,2
50,39,51,Ohio,Fulton County,11,2008,7,2349,1158,1191,1132,1163,10,5,3,5,4,9,1,0,8,9,1015,1077,994,1054,7,2,1,4,4,9,1,0,8,8,143,114,138,109,3,3,2,1,0,0,0,0,0,1
50,39,51,Ohio,Fulton County,12,2009,4,3093,1600,1493,1552,1436,10,15,4,6,3,6,1,0,30,30,1421,1347,1382,1302,7,9,2,2,3,6,1,0,26,28,179,146,170,134,3,6,2,4,0,0,0,0,4,2
50,39,51,Ohio,Fulton County,12,2009,5,2151,1059,1092,1031,1072,9,0,3,5,7,8,0,1,9,6,951,981,927,966,8,0,2,3,6,8,0,0,8,4,108,111,104,106,1,0,1,2,1,0,0,1,1,2
50,39,51,Ohio,Fulton County,12,2009,7,2349,1166,1183,1140,1152,10,5,3,5,4,12,1,0,8,9,1050,1073,1029,1047,7,2,1,4,4,12,1,0,8,8,116,110,111,105,3,3,2,1,0,0,0,0,0,1
50,39,53,Ohio,Gallia County,3,2000,4,2354,1204,1150,1156,1102,31,26,6,5,3,5,0,0,8,12,1192,1143,1145,1096,30,25,6,5,3,5,0,0,8,12,12,7,11,6,1,1,0,0,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,3,2000,5,2107,1048,1059,995,1018,36,22,4,5,5,4,0,0,8,10,1037,1051,984,1012,36,20,4,5,5,4,0,0,8,10,11,8,11,6,0,2,0,0,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,3,2000,7,1799,893,906,852,863,25,23,6,6,4,5,0,0,6,9,886,900,845,858,25,23,6,5,4,5,0,0,6,9,7,6,7,5,0,0,0,1,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,4,2001,4,2291,1195,1096,1144,1048,33,24,4,5,4,5,0,0,10,14,1181,1088,1131,1041,32,23,4,5,4,5,0,0,10,14,14,8,13,7,1,1,0,0,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,4,2001,5,2167,1079,1088,1030,1042,31,26,4,5,5,4,0,0,9,11,1068,1080,1019,1036,31,24,4,5,5,4,0,0,9,11,11,8,11,6,0,2,0,0,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,4,2001,7,1842,934,908,887,868,30,21,7,6,4,4,0,0,6,9,925,903,878,864,30,21,7,5,4,4,0,0,6,9,9,5,9,4,0,0,0,1,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,5,2002,4,2295,1222,1073,1175,1022,29,27,4,5,3,3,0,0,11,16,1206,1066,1161,1017,28,25,4,5,3,3,0,0,10,16,16,7,14,5,1,2,0,0,0,0,0,0,1,0
50,39,53,Ohio,Gallia County,5,2002,5,2165,1063,1102,1002,1060,42,22,4,5,5,4,0,0,10,11,1052,1095,991,1054,42,21,4,5,5,4,0,0,10,11,11,7,11,6,0,1,0,0,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,5,2002,7,1847,942,905,899,861,27,26,7,6,3,4,0,0,6,8,935,901,892,858,27,26,7,5,3,4,0,0,6,8,7,4,7,3,0,0,0,1,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,6,2003,4,2259,1195,1064,1145,1011,29,26,6,6,3,3,0,0,12,18,1181,1057,1133,1006,28,24,6,6,3,3,0,0,11,18,14,7,12,5,1,2,0,0,0,0,0,0,1,0
50,39,53,Ohio,Gallia County,6,2003,5,2137,1071,1066,1008,1027,43,19,4,5,5,4,0,0,11,11,1061,1059,998,1021,43,18,4,5,5,4,0,0,11,11,10,7,10,6,0,1,0,0,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,6,2003,7,1789,888,901,847,860,25,24,7,6,3,4,0,0,6,7,882,897,841,857,25,24,7,5,3,4,0,0,6,7,6,4,6,3,0,0,0,1,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,7,2004,4,2266,1155,1111,1091,1062,39,25,6,5,5,4,0,0,14,15,1138,1102,1078,1054,36,24,6,5,5,4,0,0,13,15,17,9,13,8,3,1,0,0,0,0,0,0,1,0
50,39,53,Ohio,Gallia County,7,2004,5,2104,1062,1042,1005,997,35,22,3,4,3,6,0,0,16,13,1046,1033,992,990,34,21,2,4,3,6,0,0,15,12,16,9,13,7,1,1,1,0,0,0,0,0,1,1
50,39,53,Ohio,Gallia County,7,2004,7,1767,865,902,819,862,33,25,4,6,4,3,0,0,5,6,859,897,813,859,33,25,4,4,4,3,0,0,5,6,6,5,6,3,0,0,0,2,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,8,2005,4,2205,1137,1068,1064,1019,47,23,5,5,4,4,0,0,17,17,1119,1058,1050,1010,44,22,5,5,4,4,0,0,16,17,18,10,14,9,3,1,0,0,0,0,0,0,1,0
50,39,53,Ohio,Gallia County,8,2005,5,2044,1043,1001,986,960,35,19,4,2,3,6,0,0,15,14,1024,991,970,953,34,18,3,2,3,6,0,0,14,12,19,10,16,7,1,1,1,0,0,0,0,0,1,2
50,39,53,Ohio,Gallia County,8,2005,7,1698,820,878,770,845,36,19,4,3,4,3,0,0,6,8,813,874,764,842,36,19,3,2,4,3,0,0,6,8,7,4,6,3,0,0,1,1,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,9,2006,4,2186,1103,1083,1025,1027,52,28,5,5,5,3,0,0,16,20,1084,1074,1010,1019,49,27,5,5,5,3,0,0,15,20,19,9,15,8,3,1,0,0,0,0,0,0,1,0
50,39,53,Ohio,Gallia County,9,2006,5,1995,1040,955,977,911,40,22,4,2,3,6,0,0,16,14,1023,946,963,905,39,21,3,2,3,6,0,0,15,12,17,9,14,6,1,1,1,0,0,0,0,0,1,2
50,39,53,Ohio,Gallia County,9,2006,7,1721,834,887,784,850,36,24,4,2,4,3,0,0,6,8,827,884,778,847,36,24,3,2,4,3,0,0,6,8,7,3,6,3,0,0,1,0,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,10,2007,4,2204,1111,1093,1027,1033,57,32,5,5,5,2,0,0,17,21,1086,1084,1007,1026,54,30,5,5,5,2,0,0,15,21,25,9,20,7,3,2,0,0,0,0,0,0,2,0
50,39,53,Ohio,Gallia County,10,2007,5,1969,1031,938,968,889,38,28,4,1,3,6,0,0,18,14,1012,930,953,883,37,28,3,1,3,6,0,0,16,12,19,8,15,6,1,0,1,0,0,0,0,0,2,2
50,39,53,Ohio,Gallia County,10,2007,7,1716,847,869,803,841,31,15,4,2,3,3,0,0,6,8,840,866,797,839,31,15,3,1,3,3,0,0,6,8,7,3,6,2,0,0,1,1,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,11,2008,4,2182,1089,1093,996,1029,64,34,6,5,4,2,0,0,19,23,1067,1082,979,1020,61,32,6,5,4,2,0,0,17,23,22,11,17,9,3,2,0,0,0,0,0,0,2,0
50,39,53,Ohio,Gallia County,11,2008,5,1915,979,936,912,886,41,28,4,1,3,6,0,0,19,15,959,928,896,880,40,28,3,1,3,6,0,0,17,13,20,8,16,6,1,0,1,0,0,0,0,0,2,2
50,39,53,Ohio,Gallia County,11,2008,7,1734,855,879,810,848,32,19,4,2,3,2,0,0,6,8,848,877,804,847,32,19,3,1,3,2,0,0,6,8,7,2,6,1,0,0,1,1,0,0,0,0,0,0
50,39,53,Ohio,Gallia County,12,2009,4,2179,1097,1082,1005,1016,62,35,5,5,5,2,0,0,20,24,1072,1072,985,1008,59,33,5,5,5,2,0,0,18,24,25,10,20,8,3,2,0,0,0,0,0,0,2,0
50,39,53,Ohio,Gallia County,12,2009,5,1921,967,954,901,904,40,28,4,1,3,6,0,0,19,15,949,945,887,897,39,28,3,1,3,6,0,0,17,13,18,9,14,7,1,0,1,0,0,0,0,0,2,2
50,39,53,Ohio,Gallia County,12,2009,7,1742,864,878,822,848,28,18,5,2,3,2,0,0,6,8,857,876,816,847,28,18,4,1,3,2,0,0,6,8,7,2,6,1,0,0,1,1,0,0,0,0,0,0
50,39,55,Ohio,Geauga County,3,2000,4,6827,3479,3348,3374,3241,52,52,7,2,20,15,0,0,26,38,3448,3319,3345,3215,52,51,5,2,20,14,0,0,26,37,31,29,29,26,0,1,2,0,0,1,0,0,0,1
50,39,55,Ohio,Geauga County,3,2000,5,3729,1965,1764,1919,1723,23,26,1,2,9,9,0,0,13,4,1950,1745,1906,1705,22,25,0,2,9,9,0,0,13,4,15,19,13,18,1,1,1,0,0,0,0,0,0,0
50,39,55,Ohio,Geauga County,3,2000,7,5022,2416,2606,2356,2552,31,27,4,3,9,15,2,0,14,9,2388,2585,2328,2532,31,27,4,2,9,15,2,0,14,9,28,21,28,20,0,0,0,1,0,0,0,0,0,0
