year,county,COUNT
2007,39095,3380
2007,39097,145
2007,39099,1337
2007,39101,370
2007,39103,758
2007,39105,106
2007,39107,199
2007,39109,551
2007,39111,66
2007,39113,2700
2007,39115,63
2007,39117,216
2007,39119,586
2007,39121,55
2007,39123,165
2007,39125,94
2007,39127,127
2007,39129,282
2007,39131,155
2007,39133,1121
2007,39135,205
2007,39137,132
2007,39139,818
2007,39141,506
2007,39143,350
2007,39145,479
2007,39147,288
2007,39149,308
2007,39151,2334
2007,39153,3524
2007,39155,1120
2007,39157,549
2007,39159,219
2007,39161,129
2007,39163,69
2007,39165,957
2007,39167,323
2007,39169,553
2007,39171,207
2007,39173,964
2007,39175,121
2008,39001,158
2008,39003,809
2008,39005,329
2008,39007,487
2008,39009,450
2008,39011,206
2008,39013,373
2008,39015,231
2008,39017,1991
2008,39019,114
2008,39021,158
2008,39023,648
2008,39025,1309
2008,39027,245
2008,39029,508
2008,39031,75
2008,39033,171
2008,39035,6314
2008,39037,258
2008,39039,287
2008,39041,805
2008,39043,490
2008,39045,682
2008,39047,148
2008,39049,7454
2008,39051,195
2008,39053,173
2008,39055,465
2008,39057,1042
2008,39059,292
2008,39061,6806
2008,39063,547
2008,39065,141
2008,39067,59
2008,39069,142
2008,39071,208
2008,39073,137
2008,39075,211
2008,39077,278
2008,39079,158
2008,39081,342
2008,39083,379
2008,39085,1249
2008,39087,316
2008,39089,850
2008,39091,260
2008,39093,1527
2008,39095,3314
2008,39097,193
2008,39099,1432
2008,39101,371
2008,39103,841
2008,39105,96
2008,39107,185
2008,39109,577
2008,39111,52
2008,39113,2655
2008,39115,60
2008,39117,221
2008,39119,616
2008,39121,45
2008,39123,161
2008,39125,91
2008,39127,142
2008,39129,281
2008,39131,116
2008,39133,1166
2008,39135,235
2008,39137,98
2008,39139,927
2008,39141,473
2008,39143,345
2008,39145,473
2008,39147,298
2008,39149,303
2008,39151,2305
2008,39153,3372
2008,39155,1114
2008,39157,571
2008,39159,231
2008,39161,133
2008,39163,85
2008,39165,1035
2008,39167,304
2008,39169,560
2008,39171,258
2008,39173,985
2008,39175,110
2009,39001,137
2009,39003,848
2009,39005,283
2009,39007,464
2009,39009,462
2009,39011,179
2009,39013,342
2009,39015,193
2009,39017,1951
2009,39019,115
2009,39021,118
2009,39023,643
2009,39025,1295
2009,39027,237
2009,39029,503
2009,39031,97
2009,39033,172
2009,39035,5892
2009,39037,213
2009,39039,252
2009,39041,784
2009,39043,474
2009,39045,669
2009,39047,150
2009,39049,7234
2009,39051,211
2009,39053,149
2009,39055,367
2009,39057,1058
2009,39059,246
2009,39061,6654
2009,39063,446
2009,39065,76
2009,39067,59
2009,39069,99
2009,39071,171
2009,39073,151
2009,39075,181
2009,39077,284
2009,39079,185
2009,39081,346
2009,39083,300
2009,39085,1160
2009,39087,270
2009,39089,731
2009,39091,261
2009,39093,1456
2009,39095,3186
2009,39097,147
2009,39099,1369
2009,39101,348
2009,39103,733
2009,39105,91
2009,39107,152
2009,39109,495
2009,39111,49
2009,39113,2462
2009,39115,57
2009,39117,181
2009,39119,612
2009,39121,48
2009,39123,139
2009,39125,74
2009,39127,147
2009,39129,298
2009,39131,141
2009,39133,1093
2009,39135,240
2009,39137,100
2009,39139,793
2009,39141,456
2009,39143,340
2009,39145,495
2009,39147,255
2009,39149,233
2009,39151,2189
2009,39153,3131
2009,39155,903
2009,39157,453
2009,39159,186
2009,39161,137
2009,39163,85
2009,39165,1060
2009,39167,315
2009,39169,506
2009,39171,229
2009,39173,828
2009,39175,107
2010,39001,133
2010,39003,803
2010,39005,285
2010,39007,483
2010,39009,391
2010,39011,201
2010,39013,349
2010,39015,211
2010,39017,1917
2010,39019,96
2010,39021,180
2010,39023,689
2010,39025,1237
2010,39027,218
2010,39029,493
2010,39031,66
2010,39033,167
2010,39035,6170
2010,39037,228
2010,39039,240
2010,39041,774
2010,39043,518
2010,39045,729
2010,39047,178
2010,39049,7054
2010,39051,188
2010,39053,124
2010,39055,396
2010,39057,977
2010,39059,255
2010,39061,6219
2010,39063,496
2010,39065,131
2010,39067,54
2010,39069,115
2010,39071,190
2010,39073,167
2010,39075,213
2010,39077,273
2010,39079,191
2010,39081,336
2010,39083,322
2010,39085,1116
2010,39087,235
2010,39089,828
2010,39091,272
2010,39093,1491
2010,39095,3317
2010,39097,186
2010,39099,1239
2010,39101,330
2010,39103,789
2010,39105,91
2010,39107,158
2010,39109,542
2010,39111,47
2010,39113,2462
2010,39115,42
2010,39117,197
2010,39119,617
2010,39121,48
2010,39123,153
2010,39125,70
2010,39127,131
2010,39129,229
2010,39131,121
2010,39133,1187
2010,39135,237
2010,39137,93
2010,39139,884
2010,39141,421
2010,39143,348
2010,39145,480
2010,39147,298
2010,39149,231
2010,39151,2206
2010,39153,3217
2010,39155,967
2010,39157,514
2010,39159,216
2010,39161,129
2010,39163,71
2010,39165,1045
2010,39167,307
2010,39169,573
2010,39171,193
2010,39173,832
2010,39175,117
2011,39001,137
2011,39003,789
2011,39005,297
2011,39007,479
2011,39009,341
2011,39011,198
2011,39013,358
2011,39015,209
2011,39017,1818
2011,39019,108
2011,39021,146
2011,39023,619
2011,39025,1261
2011,39027,201
2011,39029,483
2011,39031,122
2011,39033,182
2011,39035,6306
2011,39037,223
2011,39039,213
2011,39041,767
2011,39043,485
2011,39045,638
2011,39047,96
2011,39049,6696
2011,39051,188
2011,39053,179
2011,39055,408
2011,39057,988
2011,39059,222
2011,39061,6501
2011,39063,580
2011,39065,137
2011,39067,52
2011,39069,129
2011,39071,164
2011,39073,162
2011,39075,159
2011,39077,238
2011,39079,202
2011,39081,338
2011,39083,310
2011,39085,1222
2011,39087,222
2011,39089,821
2011,39091,271
2011,39093,1452
2011,39095,3280
2011,39097,184
2011,39099,1236
2011,39101,308
2011,39103,878
2011,39105,96
2011,39107,157
2011,39109,485
2011,39111,59
2011,39113,2325
2011,39115,37
2011,39117,197
2011,39119,585
2011,39121,16
2011,39123,146
2011,39125,58
2011,39127,139
2011,39129,265
2011,39131,134
2011,39133,1160
2011,39135,200
2011,39137,80
2011,39139,852
2011,39141,397
2011,39143,318
2011,39145,436
2011,39147,305
2011,39149,232
2011,39151,2171
2011,39153,3284
2011,39155,997
2011,39157,446
2011,39159,179
2011,39161,114
2011,39163,87
2011,39165,1028
2011,39167,352
2011,39169,545
2011,39171,175
2011,39173,869
2011,39175,109
2012,39001,130
2012,39003,693
2012,39005,260
2012,39007,425
2012,39009,382
2012,39011,189
2012,39013,362
2012,39015,198
2012,39017,1712
2012,39019,118
2012,39021,175
2012,39023,684
2012,39025,1209
2012,39027,181
2012,39029,443
2012,39031,96
2012,39033,159
2012,39035,5868
2012,39037,202
2012,39039,187
2012,39041,735
2012,39043,431
2012,39045,672
2012,39047,105
2012,39049,6982
2012,39051,190
2012,39053,131
2012,39055,402
2012,39057,1034
2012,39059,248
2012,39061,6605
2012,39063,468
2012,39065,129
2012,39067,64
2012,39069,114
2012,39071,193
2012,39073,145
2012,39075,191
2012,39077,236
2012,39079,150
2012,39081,342
2012,39083,315
2012,39085,1078
2012,39087,248
2012,39089,742
2012,39091,306
2012,39093,1350
2012,39095,2984
2012,39097,184
2012,39099,1271
2012,39101,338
2012,39103,794
2012,39105,72
2012,39107,149
2012,39109,426
2012,39111,53
2012,39113,2170
2012,39115,55
2012,39117,147
2012,39119,543
2012,39121,11
2012,39123,131
2012,39125,73
2012,39127,143
2012,39129,227
2012,39131,125
2012,39133,1158
2012,39135,163
2012,39137,66
2012,39139,769
2012,39141,411
2012,39143,288
2012,39145,348
2012,39147,245
2012,39149,263
2012,39151,2134
2012,39153,3470
2012,39155,917
2012,39157,507
2012,39159,224
2012,39161,90
2012,39163,47
2012,39165,1013
2012,39167,352
2012,39169,556
2012,39171,170
2012,39173,768
2012,39175,78
2013,39001,103
2013,39003,722
2013,39005,263
2013,39007,445
2013,39009,351
2013,39011,162
2013,39013,333
2013,39015,183
2013,39017,1705
2013,39019,100
2013,39021,172
2013,39023,528
2013,39025,1201
2013,39027,188
2013,39029,413
2013,39031,78
2013,39033,158
2013,39035,5560
2013,39037,194
2013,39039,198
2013,39041,796
2013,39043,399
2013,39045,582
2013,39047,161
2013,39049,6379
2013,39051,190
2013,39053,189
2013,39055,369
2013,39057,976
2013,39059,258
2013,39061,5415
2013,39063,471
2013,39065,42
2013,39067,83
2013,39069,118
2013,39071,110
2013,39073,142
2013,39075,179
2013,39077,219
2013,39079,161
2013,39081,229
2013,39083,283
2013,39085,1022
2013,39087,219
2013,39089,684
2013,39091,229
2013,39093,1270
2013,39095,2853
2013,39097,193
2013,39099,1197
2013,39101,316
2013,39103,700
2013,39105,63
2013,39107,144
2013,39109,467
2013,39111,48
2013,39113,2124
2013,39115,54
2013,39117,216
2013,39119,540
2013,39121,35
2013,39123,145
2013,39125,62
2013,39127,126
2013,39129,215
2013,39131,98
2013,39133,1116
2013,39135,180
2013,39137,71
2013,39139,684
2013,39141,384
2013,39143,310
2013,39145,406
2013,39147,227
2013,39149,242
2013,39151,2073
2013,39153,3233
2013,39155,754
2013,39157,509
2013,39159,225
2013,39161,97
2013,39163,70
2013,39165,922
2013,39167,339
2013,39169,520
2013,39171,207
2013,39173,764
2013,39175,34
2014,39001,113
2014,39003,644
2014,39005,287
2014,39007,446
2014,39009,305
2014,39011,196
2014,39013,326
2014,39015,183
2014,39017,1871
2014,39019,81
2014,39021,190
2014,39023,639
2014,39025,1228
2014,39027,189
2014,39029,419
2014,39031,107
2014,39033,173
2014,39035,5508
2014,39037,218
2014,39039,217
2014,39041,829
2014,39043,498
2014,39045,610
2014,39047,163
2014,39049,6946
2014,39051,187
2014,39053,147
2014,39055,433
2014,39057,1041
2014,39059,205
2014,39061,5437
2014,39063,463
2014,39065,128
2014,39067,72
2014,39069,132
2014,39071,202
2014,39073,133
2014,39075,183
2014,39077,281
2014,39079,173
2014,39081,249
2014,39083,283
2014,39085,985
2014,39087,224
2014,39089,654
2014,39091,240
2014,39093,1289
2014,39095,2766
2014,39097,190
2014,39099,1182
2014,39101,324
2014,39103,812
2014,39105,50
2014,39107,138
2014,39109,494
2014,39111,57
2014,39113,2224
2014,39115,52
2014,39117,181
2014,39119,521
2014,39121,45
2014,39123,148
2014,39125,78
2014,39127,123
2014,39129,216
2014,39131,117
2014,39133,1064
2014,39135,165
2014,39137,69
2014,39139,728
2014,39141,419
2014,39143,343
2014,39145,359
2014,39147,292
2014,39149,226
2014,39151,1951
2014,39153,3207
2014,39155,812
2014,39157,503
2014,39159,206
2014,39161,107
2014,39163,71
2014,39165,974
2014,39167,293
2014,39169,500
2014,39171,213
2014,39173,921
2014,39175,110
2015,39001,112
2015,39003,763
2015,39005,266
2015,39007,433
2015,39009,330
2015,39011,221
2015,39013,303
2015,39015,209
2015,39017,2011
2015,39019,89
2015,39021,170
2015,39023,686
2015,39025,1236
2015,39027,216
2015,39029,397
2015,39031,92
2015,39033,167
2015,39035,6237
2015,39037,188
2015,39039,244
2015,39041,847
2015,39043,437
2015,39045,692
2015,39047,150
2015,39049,7570
2015,39051,200
2015,39053,154
2015,39055,400
2015,39057,1074
2015,39059,220
2015,39061,6619
2015,39063,488
2015,39065,127
2015,39067,70
2015,39069,120
2015,39071,176
2015,39073,143
2015,39075,175
2015,39077,205
2015,39079,179
2015,39081,240
2015,39083,224
2015,39085,1145
2015,39087,196
2015,39089,746
2015,39091,227
2015,39093,1404
2015,39095,3111
2015,39097,192
2015,39099,1226
2015,39101,305
2015,39103,767
2015,39105,91
2015,39107,134
2015,39109,463
2015,39111,39
2015,39113,2591
2015,39115,47
2015,39117,211
2015,39119,593
2015,39121,15
2015,39123,140
2015,39125,69
2015,39127,111
2015,39129,237
2015,39131,135
2015,39133,1213
2015,39135,163
2015,39137,64
2015,39139,742
2015,39141,421
2015,39143,304
2015,39145,404
2015,39147,267
2015,39149,268
2015,39151,1997
2015,39153,3399
2015,39155,871
2015,39157,488
2015,39159,247
2015,39161,151
2015,39163,61
2015,39165,1006
2015,39167,277
2015,39169,560
2015,39171,201
2015,39173,1022
2015,39175,98
2016,39001,123
2016,39003,721
2016,39005,285
2016,39007,428
2016,39009,289
2016,39011,176
2016,39013,262
2016,39015,201
2016,39017,2085
2016,39019,63
2016,39021,147
2016,39023,676
2016,39025,1243
2016,39027,242
2016,39029,369
2016,39031,130
2016,39033,159
2016,39035,6345
2016,39037,240
2016,39039,237
2016,39041,839
2016,39043,457
2016,39045,676
2016,39047,139
2016,39049,7489
2016,39051,180
2016,39053,163
2016,39055,394
2016,39057,989
2016,39059,201
2016,39061,6972
2016,39063,535
2016,39065,143
2016,39067,51
2016,39069,112
2016,39071,171
2016,39073,137
2016,39075,163
2016,39077,204
2016,39079,175
2016,39081,222
2016,39083,295
2016,39085,1045
2016,39087,218
2016,39089,769
2016,39091,236
2016,39093,1300
2016,39095,3121
2016,39097,212
2016,39099,1193
2016,39101,326
2016,39103,692
2016,39105,65
2016,39107,144
2016,39109,474
2016,39111,42
2016,39113,2521
2016,39115,43
2016,39117,215
2016,39119,573
2016,39121,32
2016,39123,142
2016,39125,57
2016,39127,123
2016,39129,248
2016,39131,120
2016,39133,1175
2016,39135,171
2016,39137,64
2016,39139,671
2016,39141,443
2016,39143,275
2016,39145,365
2016,39147,283
2016,39149,252
2016,39151,1962
2016,39153,3233
2016,39155,886
2016,39157,535
2016,39159,244
2016,39161,113
2016,39163,56
2016,39165,1116
2016,39167,291
2016,39169,498
2016,39171,221
2016,39173,1061
2016,39175,107
2017,39001,113
2017,39003,682
2017,39005,290
2017,39007,398
2017,39009,259
2017,39011,184
2017,39013,287
2017,39015,155
2017,39017,1971
2017,39019,83
2017,39021,140
2017,39023,645
2017,39025,1219
2017,39027,221
2017,39029,356
2017,39031,72
2017,39033,155
2017,39035,6043
2017,39037,202
2017,39039,207
2017,39041,817
2017,39043,397
2017,39045,639
2017,39047,160
2017,39049,7160
2017,39051,187
2017,39053,180
2017,39055,381
2017,39057,928
2017,39059,215
2017,39061,6485
2017,39063,479
2017,39065,105
2017,39067,50
2017,39069,141
2017,39071,173
2017,39073,143
2017,39075,170
2017,39077,252
2017,39079,152
2017,39081,208
2017,39083,257
2017,39085,1013
2017,39087,236
2017,39089,797
2017,39091,242
2017,39093,1328
2017,39095,2876
2017,39097,183
2017,39099,1178
2017,39101,308
2017,39103,690
2017,39105,62
2017,39107,151
2017,39109,453
2017,39111,61
2017,39113,2655
2017,39115,44
2017,39117,193
2017,39119,569
2017,39121,47
2017,39123,151
2017,39125,66
2017,39127,122
2017,39129,253
2017,39131,105
2017,39133,1072
2017,39135,189
2017,39137,53
2017,39139,641
2017,39141,403
2017,39143,244
2017,39145,402
2017,39147,267
2017,39149,246
2017,39151,1865
2017,39153,3404
2017,39155,844
2017,39157,490
2017,39159,241
2017,39161,111
2017,39163,59
2017,39165,1034
2017,39167,258
2017,39169,451
2017,39171,158
2017,39173,869
2017,39175,108
